study	lineage	cluster	n_cells	review_priority	priority_score	review_reasons	suggested_action	final_label	marker_assignment	raw_marker_winner	assignment_reason	marker_score	best_total_score	score_margin	top_celltypist	top_panhuman_fine	top_screfmapping	llm_review_packet
infection_study_04	T_NK_lineage	13	751	medium	6	marker_assignment_disagrees_with_final;ambiguous_or_missing_label_candidate;screfmapping_not_available	evaluate_ontology_gap_or_conservative_policy	CD8 Cytotoxic / T Effector Memory	NKT Cell	NKT Cell	raw_marker_winner	0.6811584242961743	2.2378162450066577	0.836750998668442	CD4 Naive / T Central Memory:411; NK Cell:146; CD8 Cytotoxic / T Effector Memory:129; Treg:28; CD8 Naive / T Central Memory:22	CD8 Cytotoxic / T Effector Memory:241; Blood Cell:239; NK Cell:157; Treg:46; CD4 Naive / T Central Memory:43	not_available:729; CD4 T Effector Memory:17; CD4 Naive / T Central Memory:4; Treg:1	Study=infection_study_04; lineage=T_NK_lineage; cluster=13; cells=751; final=CD8 Cytotoxic / T Effector Memory; marker_assignment=NKT Cell; raw_marker_winner=NKT Cell; assignment_reason=raw_marker_winner; marker_score=0.681; best_total_score=2.238; score_margin=0.837; CellTypist=CD4 Naive / T Central Memory:411; NK Cell:146; CD8 Cytotoxic / T Effector Memory:129; Treg:28; CD8 Naive / T Central Memory:22; PanHuman=CD8 Cytotoxic / T Effector Memory:241; Blood Cell:239; NK Cell:157; Treg:46; CD4 Naive / T Central Memory:43; scRefMap=not_available:729; CD4 T Effector Memory:17; CD4 Naive / T Central Memory:4; Treg:1; review_reasons=marker_assignment_disagrees_with_final,ambiguous_or_missing_label_candidate,screfmapping_not_available.
infection_study_04	T_NK_lineage	14	740	medium	4	marker_assignment_disagrees_with_final;screfmapping_not_available	review_marker_vs_reference_disagreement	CD4 Naive / T Central Memory	CD8 Naive / T Central Memory	CD8 Naive / T Central Memory	raw_marker_winner	0.9491216216216216	3.14635945945946	0.4712918918918922	CD4 Naive / T Central Memory:600; CD8 Naive / T Central Memory:132; CD8 Cytotoxic / T Effector Memory:3; NK Cell:2; Blood Cell:2	CD8 Naive / T Central Memory:338; CD4 Naive / T Central Memory:323; Blood Cell:75; CD8 Cytotoxic / T Effector Memory:3; CD4 T Effector Memory:1	not_available:446; CD4 Naive / T Central Memory:291; CD4 T Effector Memory:3	Study=infection_study_04; lineage=T_NK_lineage; cluster=14; cells=740; final=CD4 Naive / T Central Memory; marker_assignment=CD8 Naive / T Central Memory; raw_marker_winner=CD8 Naive / T Central Memory; assignment_reason=raw_marker_winner; marker_score=0.949; best_total_score=3.146; score_margin=0.471; CellTypist=CD4 Naive / T Central Memory:600; CD8 Naive / T Central Memory:132; CD8 Cytotoxic / T Effector Memory:3; NK Cell:2; Blood Cell:2; PanHuman=CD8 Naive / T Central Memory:338; CD4 Naive / T Central Memory:323; Blood Cell:75; CD8 Cytotoxic / T Effector Memory:3; CD4 T Effector Memory:1; scRefMap=not_available:446; CD4 Naive / T Central Memory:291; CD4 T Effector Memory:3; review_reasons=marker_assignment_disagrees_with_final,screfmapping_not_available.
infection_study_04	T_NK_lineage	15	736	medium	5	raw_marker_winner_changed_by_policy;ambiguous_or_missing_label_candidate;screfmapping_not_available	evaluate_ontology_gap_or_conservative_policy	NK Cell	NK Cell	NKT Cell	source_supported_marker_tiebreak	0.6757145590490018	2.79603125	1.400657608695652	NK Cell:446; CD8 Cytotoxic / T Effector Memory:168; CD4 Naive / T Central Memory:106; Blood Cell:6; Treg:5	NK Cell:444; Blood Cell:168; CD8 Cytotoxic / T Effector Memory:113; Lymphoid Cell:6; Treg:3	not_available:736	Study=infection_study_04; lineage=T_NK_lineage; cluster=15; cells=736; final=NK Cell; marker_assignment=NK Cell; raw_marker_winner=NKT Cell; assignment_reason=source_supported_marker_tiebreak; marker_score=0.676; best_total_score=2.796; score_margin=1.401; CellTypist=NK Cell:446; CD8 Cytotoxic / T Effector Memory:168; CD4 Naive / T Central Memory:106; Blood Cell:6; Treg:5; PanHuman=NK Cell:444; Blood Cell:168; CD8 Cytotoxic / T Effector Memory:113; Lymphoid Cell:6; Treg:3; scRefMap=not_available:736; review_reasons=raw_marker_winner_changed_by_policy,ambiguous_or_missing_label_candidate,screfmapping_not_available.
infection_study_04	T_NK_lineage	18	680	low	2	screfmapping_not_available	accept	CD8 Cytotoxic / T Effector Memory	CD8 Cytotoxic / T Effector Memory	CD8 Cytotoxic / T Effector Memory	raw_marker_winner	0.6923970588235294	2.6385735294117647	1.2063558823529412	CD8 Cytotoxic / T Effector Memory:364; CD4 Naive / T Central Memory:169; NK Cell:121; Treg:12; Blood Cell:8	CD8 Cytotoxic / T Effector Memory:325; Blood Cell:234; NK Cell:77; gdT Cell:31; Treg:6	not_available:665; CD4 T Effector Memory:14; CD4 Naive / T Central Memory:1	Study=infection_study_04; lineage=T_NK_lineage; cluster=18; cells=680; final=CD8 Cytotoxic / T Effector Memory; marker_assignment=CD8 Cytotoxic / T Effector Memory; raw_marker_winner=CD8 Cytotoxic / T Effector Memory; assignment_reason=raw_marker_winner; marker_score=0.692; best_total_score=2.639; score_margin=1.206; CellTypist=CD8 Cytotoxic / T Effector Memory:364; CD4 Naive / T Central Memory:169; NK Cell:121; Treg:12; Blood Cell:8; PanHuman=CD8 Cytotoxic / T Effector Memory:325; Blood Cell:234; NK Cell:77; gdT Cell:31; Treg:6; scRefMap=not_available:665; CD4 T Effector Memory:14; CD4 Naive / T Central Memory:1; review_reasons=screfmapping_not_available.
infection_study_04	T_NK_lineage	19	593	low	2	screfmapping_not_available	accept	NK Cell	NK Cell	NK Cell	raw_marker_winner	0.8358060708263069	3.3282175379426646	2.6491281618887017	NK Cell:413; CD4 Naive / T Central Memory:126; CD8 Cytotoxic / T Effector Memory:23; Blood Cell:12; Treg:10	NK Cell:514; Blood Cell:58; CD8 Cytotoxic / T Effector Memory:10; Treg:2; CD4 T Effector Memory:2	not_available:586; CD4 T Effector Memory:5; CD4 Naive / T Central Memory:2	Study=infection_study_04; lineage=T_NK_lineage; cluster=19; cells=593; final=NK Cell; marker_assignment=NK Cell; raw_marker_winner=NK Cell; assignment_reason=raw_marker_winner; marker_score=0.836; best_total_score=3.328; score_margin=2.649; CellTypist=NK Cell:413; CD4 Naive / T Central Memory:126; CD8 Cytotoxic / T Effector Memory:23; Blood Cell:12; Treg:10; PanHuman=NK Cell:514; Blood Cell:58; CD8 Cytotoxic / T Effector Memory:10; Treg:2; CD4 T Effector Memory:2; scRefMap=not_available:586; CD4 T Effector Memory:5; CD4 Naive / T Central Memory:2; review_reasons=screfmapping_not_available.
infection_study_04	T_NK_lineage	2	1353	low	3	screfmapping_not_available	accept	NK Cell	NK Cell	NK Cell	raw_marker_winner	0.8850532150776054	3.389118255728012	2.486187730968219	NK Cell:1098; CD4 Naive / T Central Memory:185; CD8 Cytotoxic / T Effector Memory:44; Blood Cell:15; Treg:9	NK Cell:1136; Blood Cell:202; CD8 Cytotoxic / T Effector Memory:7; T Cell:3; Lymphoid Cell:2	not_available:1349; CD4 T Effector Memory:4	Study=infection_study_04; lineage=T_NK_lineage; cluster=2; cells=1353; final=NK Cell; marker_assignment=NK Cell; raw_marker_winner=NK Cell; assignment_reason=raw_marker_winner; marker_score=0.885; best_total_score=3.389; score_margin=2.486; CellTypist=NK Cell:1098; CD4 Naive / T Central Memory:185; CD8 Cytotoxic / T Effector Memory:44; Blood Cell:15; Treg:9; PanHuman=NK Cell:1136; Blood Cell:202; CD8 Cytotoxic / T Effector Memory:7; T Cell:3; Lymphoid Cell:2; scRefMap=not_available:1349; CD4 T Effector Memory:4; review_reasons=screfmapping_not_available.
infection_study_04	T_NK_lineage	20	567	medium	5	raw_marker_winner_changed_by_policy;ambiguous_or_missing_label_candidate;screfmapping_not_available	evaluate_ontology_gap_or_conservative_policy	CD8 Cytotoxic / T Effector Memory	CD8 Cytotoxic / T Effector Memory	NKT Cell	source_supported_marker_tiebreak	0.7904360981163099	2.233395061728395	0.1855749559082893	CD8 Cytotoxic / T Effector Memory:255; NK Cell:172; CD4 Naive / T Central Memory:113; Treg:9; Blood Cell:9	CD8 Cytotoxic / T Effector Memory:217; Blood Cell:166; gdT Cell:87; NK Cell:82; MAIT Cell:13	not_available:557; CD4 T Effector Memory:10	Study=infection_study_04; lineage=T_NK_lineage; cluster=20; cells=567; final=CD8 Cytotoxic / T Effector Memory; marker_assignment=CD8 Cytotoxic / T Effector Memory; raw_marker_winner=NKT Cell; assignment_reason=source_supported_marker_tiebreak; marker_score=0.790; best_total_score=2.233; score_margin=0.186; CellTypist=CD8 Cytotoxic / T Effector Memory:255; NK Cell:172; CD4 Naive / T Central Memory:113; Treg:9; Blood Cell:9; PanHuman=CD8 Cytotoxic / T Effector Memory:217; Blood Cell:166; gdT Cell:87; NK Cell:82; MAIT Cell:13; scRefMap=not_available:557; CD4 T Effector Memory:10; review_reasons=raw_marker_winner_changed_by_policy,ambiguous_or_missing_label_candidate,screfmapping_not_available.
infection_study_04	T_NK_lineage	22	463	medium	6	marker_assignment_disagrees_with_final;ambiguous_or_missing_label_candidate;screfmapping_not_available	evaluate_ontology_gap_or_conservative_policy	CD4 Naive / T Central Memory	NKT Cell	NKT Cell	raw_marker_winner	0.3510151187904967	1.203023758099352	0.2553409205633405	CD4 Naive / T Central Memory:236; CD8 Cytotoxic / T Effector Memory:86; NK Cell:76; Treg:30; Blood Cell:13	Blood Cell:318; NK Cell:31; Lymphoid Cell:23; CD8 Cytotoxic / T Effector Memory:21; Treg:17	not_available:341; CD4 Naive / T Central Memory:66; CD4 T Effector Memory:50; Treg:6	Study=infection_study_04; lineage=T_NK_lineage; cluster=22; cells=463; final=CD4 Naive / T Central Memory; marker_assignment=NKT Cell; raw_marker_winner=NKT Cell; assignment_reason=raw_marker_winner; marker_score=0.351; best_total_score=1.203; score_margin=0.255; CellTypist=CD4 Naive / T Central Memory:236; CD8 Cytotoxic / T Effector Memory:86; NK Cell:76; Treg:30; Blood Cell:13; PanHuman=Blood Cell:318; NK Cell:31; Lymphoid Cell:23; CD8 Cytotoxic / T Effector Memory:21; Treg:17; scRefMap=not_available:341; CD4 Naive / T Central Memory:66; CD4 T Effector Memory:50; Treg:6; review_reasons=marker_assignment_disagrees_with_final,ambiguous_or_missing_label_candidate,screfmapping_not_available.
infection_study_04	T_NK_lineage	23	438	low	2	screfmapping_not_available	accept	CD8 Cytotoxic / T Effector Memory	CD8 Cytotoxic / T Effector Memory	CD8 Cytotoxic / T Effector Memory	raw_marker_winner	0.7193493150684931	2.7577054794520546	1.822622400422678	CD8 Cytotoxic / T Effector Memory:258; CD4 Naive / T Central Memory:76; NK Cell:74; Treg:13; Blood Cell:13	CD8 Cytotoxic / T Effector Memory:256; Blood Cell:127; NK Cell:41; Plasma Cell:4; gdT Cell:3	not_available:422; CD4 T Effector Memory:14; CD4 Naive / T Central Memory:2	Study=infection_study_04; lineage=T_NK_lineage; cluster=23; cells=438; final=CD8 Cytotoxic / T Effector Memory; marker_assignment=CD8 Cytotoxic / T Effector Memory; raw_marker_winner=CD8 Cytotoxic / T Effector Memory; assignment_reason=raw_marker_winner; marker_score=0.719; best_total_score=2.758; score_margin=1.823; CellTypist=CD8 Cytotoxic / T Effector Memory:258; CD4 Naive / T Central Memory:76; NK Cell:74; Treg:13; Blood Cell:13; PanHuman=CD8 Cytotoxic / T Effector Memory:256; Blood Cell:127; NK Cell:41; Plasma Cell:4; gdT Cell:3; scRefMap=not_available:422; CD4 T Effector Memory:14; CD4 Naive / T Central Memory:2; review_reasons=screfmapping_not_available.
infection_study_04	T_NK_lineage	26	336	medium	6	marker_assignment_disagrees_with_final;ambiguous_or_missing_label_candidate;screfmapping_not_available	evaluate_ontology_gap_or_conservative_policy	CD4 Naive / T Central Memory	NKT Cell	NKT Cell	raw_marker_winner	0.5374553571428572	1.911771018070943	1.0088692323566573	CD4 Naive / T Central Memory:205; CD8 Cytotoxic / T Effector Memory:61; NK Cell:41; Treg:17; Blood Cell:6	Blood Cell:98; CD4 Naive / T Central Memory:92; CD8 Cytotoxic / T Effector Memory:60; NK Cell:31; Treg:15	not_available:188; CD4 Naive / T Central Memory:124; CD4 T Effector Memory:17; Treg:7	Study=infection_study_04; lineage=T_NK_lineage; cluster=26; cells=336; final=CD4 Naive / T Central Memory; marker_assignment=NKT Cell; raw_marker_winner=NKT Cell; assignment_reason=raw_marker_winner; marker_score=0.537; best_total_score=1.912; score_margin=1.009; CellTypist=CD4 Naive / T Central Memory:205; CD8 Cytotoxic / T Effector Memory:61; NK Cell:41; Treg:17; Blood Cell:6; PanHuman=Blood Cell:98; CD4 Naive / T Central Memory:92; CD8 Cytotoxic / T Effector Memory:60; NK Cell:31; Treg:15; scRefMap=not_available:188; CD4 Naive / T Central Memory:124; CD4 T Effector Memory:17; Treg:7; review_reasons=marker_assignment_disagrees_with_final,ambiguous_or_missing_label_candidate,screfmapping_not_available.
infection_study_04	T_NK_lineage	29	219	medium	4	raw_marker_winner_changed_by_policy;ambiguous_or_missing_label_candidate;screfmapping_not_available	evaluate_ontology_gap_or_conservative_policy	CD8 Cytotoxic / T Effector Memory	CD8 Cytotoxic / T Effector Memory	NKT Cell	source_supported_marker_tiebreak	0.7187811354315292	2.6339954337899543	1.3066255707762555	CD8 Cytotoxic / T Effector Memory:154; NK Cell:32; CD4 Naive / T Central Memory:13; gdT Cell:7; Treg:6	CD8 Cytotoxic / T Effector Memory:108; Blood Cell:57; NK Cell:45; gdT Cell:9	not_available:214; CD4 T Effector Memory:5	Study=infection_study_04; lineage=T_NK_lineage; cluster=29; cells=219; final=CD8 Cytotoxic / T Effector Memory; marker_assignment=CD8 Cytotoxic / T Effector Memory; raw_marker_winner=NKT Cell; assignment_reason=source_supported_marker_tiebreak; marker_score=0.719; best_total_score=2.634; score_margin=1.307; CellTypist=CD8 Cytotoxic / T Effector Memory:154; NK Cell:32; CD4 Naive / T Central Memory:13; gdT Cell:7; Treg:6; PanHuman=CD8 Cytotoxic / T Effector Memory:108; Blood Cell:57; NK Cell:45; gdT Cell:9; scRefMap=not_available:214; CD4 T Effector Memory:5; review_reasons=raw_marker_winner_changed_by_policy,ambiguous_or_missing_label_candidate,screfmapping_not_available.
infection_study_04	T_NK_lineage	3	1174	low	3	screfmapping_not_available	accept	CD8 Cytotoxic / T Effector Memory	CD8 Cytotoxic / T Effector Memory	CD8 Cytotoxic / T Effector Memory	raw_marker_winner	0.6310519591141397	3.112142248722317	2.47074531516184	CD8 Cytotoxic / T Effector Memory:993; NK Cell:78; CD4 Naive / T Central Memory:64; Blood Cell:20; Treg:9	CD8 Cytotoxic / T Effector Memory:1036; Blood Cell:100; NK Cell:26; MAIT Cell:7; Treg:3	not_available:1163; CD4 T Effector Memory:11	Study=infection_study_04; lineage=T_NK_lineage; cluster=3; cells=1174; final=CD8 Cytotoxic / T Effector Memory; marker_assignment=CD8 Cytotoxic / T Effector Memory; raw_marker_winner=CD8 Cytotoxic / T Effector Memory; assignment_reason=raw_marker_winner; marker_score=0.631; best_total_score=3.112; score_margin=2.471; CellTypist=CD8 Cytotoxic / T Effector Memory:993; NK Cell:78; CD4 Naive / T Central Memory:64; Blood Cell:20; Treg:9; PanHuman=CD8 Cytotoxic / T Effector Memory:1036; Blood Cell:100; NK Cell:26; MAIT Cell:7; Treg:3; scRefMap=not_available:1163; CD4 T Effector Memory:11; review_reasons=screfmapping_not_available.
infection_study_04	T_NK_lineage	5	1163	low	3	screfmapping_not_available	accept	NK Cell	NK Cell	NK Cell	raw_marker_winner	0.7600584694754944	3.1064041272570937	1.6482484952708512	NK Cell:585; CD8 Cytotoxic / T Effector Memory:395; CD4 Naive / T Central Memory:161; Blood Cell:10; Treg:9	NK Cell:886; Blood Cell:166; CD8 Cytotoxic / T Effector Memory:109; MAIT Cell:2	not_available:1162; CD4 T Effector Memory:1	Study=infection_study_04; lineage=T_NK_lineage; cluster=5; cells=1163; final=NK Cell; marker_assignment=NK Cell; raw_marker_winner=NK Cell; assignment_reason=raw_marker_winner; marker_score=0.760; best_total_score=3.106; score_margin=1.648; CellTypist=NK Cell:585; CD8 Cytotoxic / T Effector Memory:395; CD4 Naive / T Central Memory:161; Blood Cell:10; Treg:9; PanHuman=NK Cell:886; Blood Cell:166; CD8 Cytotoxic / T Effector Memory:109; MAIT Cell:2; scRefMap=not_available:1162; CD4 T Effector Memory:1; review_reasons=screfmapping_not_available.
infection_study_04	T_NK_lineage	6	1129	medium	6	raw_marker_winner_changed_by_policy;ambiguous_or_missing_label_candidate;screfmapping_not_available	evaluate_ontology_gap_or_conservative_policy	CD8 Cytotoxic / T Effector Memory	CD8 Cytotoxic / T Effector Memory	NKT Cell	source_supported_marker_tiebreak	0.6351948627103632	3.0528609388839683	2.3230115146147035	CD8 Cytotoxic / T Effector Memory:995; NK Cell:70; CD4 Naive / T Central Memory:50; Blood Cell:8; Treg:4	CD8 Cytotoxic / T Effector Memory:957; Blood Cell:101; NK Cell:66; MAIT Cell:3; Treg:2	not_available:1128; CD4 T Effector Memory:1	Study=infection_study_04; lineage=T_NK_lineage; cluster=6; cells=1129; final=CD8 Cytotoxic / T Effector Memory; marker_assignment=CD8 Cytotoxic / T Effector Memory; raw_marker_winner=NKT Cell; assignment_reason=source_supported_marker_tiebreak; marker_score=0.635; best_total_score=3.053; score_margin=2.323; CellTypist=CD8 Cytotoxic / T Effector Memory:995; NK Cell:70; CD4 Naive / T Central Memory:50; Blood Cell:8; Treg:4; PanHuman=CD8 Cytotoxic / T Effector Memory:957; Blood Cell:101; NK Cell:66; MAIT Cell:3; Treg:2; scRefMap=not_available:1128; CD4 T Effector Memory:1; review_reasons=raw_marker_winner_changed_by_policy,ambiguous_or_missing_label_candidate,screfmapping_not_available.
infection_study_04	T_NK_lineage	7	992	low	2	screfmapping_not_available	accept	CD8 Cytotoxic / T Effector Memory	CD8 Cytotoxic / T Effector Memory	CD8 Cytotoxic / T Effector Memory	raw_marker_winner	0.7356048387096774	2.9757258064516128	2.261114937020682	CD8 Cytotoxic / T Effector Memory:520; CD4 Naive / T Central Memory:317; NK Cell:108; Blood Cell:25; Treg:13	CD8 Cytotoxic / T Effector Memory:659; Blood Cell:286; NK Cell:20; Treg:11; CD4 Naive / T Central Memory:5	not_available:947; CD4 T Effector Memory:44; CD4 Naive / T Central Memory:1	Study=infection_study_04; lineage=T_NK_lineage; cluster=7; cells=992; final=CD8 Cytotoxic / T Effector Memory; marker_assignment=CD8 Cytotoxic / T Effector Memory; raw_marker_winner=CD8 Cytotoxic / T Effector Memory; assignment_reason=raw_marker_winner; marker_score=0.736; best_total_score=2.976; score_margin=2.261; CellTypist=CD8 Cytotoxic / T Effector Memory:520; CD4 Naive / T Central Memory:317; NK Cell:108; Blood Cell:25; Treg:13; PanHuman=CD8 Cytotoxic / T Effector Memory:659; Blood Cell:286; NK Cell:20; Treg:11; CD4 Naive / T Central Memory:5; scRefMap=not_available:947; CD4 T Effector Memory:44; CD4 Naive / T Central Memory:1; review_reasons=screfmapping_not_available.
infection_study_04	Myeloid_lineage	26	23	low	3	marker_assignment_disagrees_with_final;screfmapping_not_available	review_marker_vs_reference_disagreement	Conventional DC 1	Intermediate Monocyte	Intermediate Monocyte	raw_marker_winner	0.967391304347826	3.0497826086956525	1.4063043478260873	Conventional DC 1:21; CD4 Naive / T Central Memory:1; NK Cell:1	Conventional DC 1:22; Conventional DC 2:1	not_available:23	Study=infection_study_04; lineage=Myeloid_lineage; cluster=26; cells=23; final=Conventional DC 1; marker_assignment=Intermediate Monocyte; raw_marker_winner=Intermediate Monocyte; assignment_reason=raw_marker_winner; marker_score=0.967; best_total_score=3.050; score_margin=1.406; CellTypist=Conventional DC 1:21; CD4 Naive / T Central Memory:1; NK Cell:1; PanHuman=Conventional DC 1:22; Conventional DC 2:1; scRefMap=not_available:23; review_reasons=marker_assignment_disagrees_with_final,screfmapping_not_available.
